"","Title","Path","Box","Distrubutor","Release Date","Genre","Runtime","MPAA","Budget","Director"
"632","Ghost Team One","/movies/?id=ghostteamone.htm",9195,"The Film Arcade","October","Horror Comedy",107,"R",NA,NA
"633","Trouble Every Day (2013 re-release)","/movies/?id=troubleeveryday.htm",9189,"The Film Desk","October","Foreign",101,"Unrated",NA,NA
"634","Frank and Lola","/movies/?id=frankandlola.htm",9188,"Paladin","December","Drama",88,"Unrated",NA,NA
"635","Cupcakes","/movies/?id=cupcakes.htm",9129,"Strand","March","Foreign",92,"Unrated",NA,NA
"636","Call Me Kuchu","/movies/?id=callmekuchu.htm",9124,"Cinedigm Entertainment","June","Documentary",87,"Unrated",NA,NA
"637","Decoding Deepak","/movies/?id=decodingdeepak.htm",9100,"Snagfilms","October","Documentary",83,"Unrated",NA,NA
"638","The Lesson","/movies/?id=lesson.htm",9045,"Film Movement","March","Foreign",105,"Unrated",NA,NA
"639","Chronic","/movies/?id=chronic.htm",9033,"Monument Releasing","September","Drama",93,"R",NA,NA
"640","Clandestine Childhood","/movies/?id=clandestinechildhood.htm",9017,"IFC","January","Foreign",112,"Unrated",NA,NA
"641","Art of Submission","/movies/?id=artofsubmission.htm",9004,"Pro-Motion Pictures","September","Action Thriller",119,"PG-13",4.5,NA
"642","Station to Station","/movies/?id=stationtostation.htm",9000,"Submarine Deluxe","August","Documentary",62,"Unrated",NA,"Doug Aitken"
"643","An Eye for Beauty","/movies/?id=aneyeforbeauty.htm",8994,"Monument Releasing","August","Drama",102,"Unrated",NA,NA
"644","Slipstream","/movies/?id=slipstream.htm",8965,"Strand","October","Fantasy Drama",110,"R",NA,"Anthony Hopkins"
"645","Big Words","/movies/?id=bigwords.htm",8965,"AFFRM","July","Drama",94,"Unrated",NA,NA
"646","Magnus","/movies/?id=magnus.htm",8944,"FilmRise","November","Documentary",75,"Unrated",NA,NA
"647","Three Stars","/movies/?id=threestars.htm",8942,"First Run","September","Documentary",90,"Unrated",NA,NA
"648","Black White + Gray: A Portrait of Sam Wagstaff and Robert Mapplethorpe","/movies/?id=blackwhitegraydoc.htm",8939,"Arthouse Films","October","Documentary",77,"Unrated",NA,NA
"649","Corpo Celeste","/movies/?id=corpoceleste.htm",8919,"Film Movement","June","Foreign",100,"Unrated",NA,NA
"650","The Last King","/movies/?id=thelastking.htm",8905,"Magnolia","June","Action / Adventure",99,"R",NA,NA
"651","Northern Soul","/movies/?id=northernsoul.htm",8886,"Freestyle Releasing","October","Music Drama",102,"R",NA,NA
"652","White Elephant","/movies/?id=whiteelephant.htm",8884,"Strand","March","Foreign",110,"Unrated",NA,NA
"653","Strike","/movies/?id=strike07.htm",8872,"Laemmle / Zeller Films","June","Foreign",111,"Unrated",NA,"Volker Schlondorff"
"654","B-Side","/movies/?id=bside.htm",8870,"Indican","July","Romance",98,"Unrated",NA,NA
"655","Special Treatment","/movies/?id=specialtreatment.htm",8856,"First Run","August","Foreign",95,"Unrated",NA,NA
"656","The Pardon","/movies/?id=pardon.htm",8845,"Monterey Media, Inc.","June","Crime Drama",114,"PG-13",NA,NA
"657","Providence","/movies/?id=providence.htm",8840,"Mainstreet","February","Romance",79,"Unrated",NA,NA
"658","Home Run Showdown","/movies/?id=homerunshowdown.htm",8824,"Image Entertainment","July","Sports Comedy",94,"Unrated",NA,NA
"659","The Cabinet of Dr. Caligari (2014 re-release)","/movies/?id=caligari2014.htm",8811,"Kino Lorber","October","Horror",78,"Unrated",NA,NA
"660","Paul Coelho's Best Story","/movies/?id=paulcoelhosbeststory.htm",8808,"Music Box Films","July","Drama",112,"Unrated",NA,NA
"661","Dawn of the Crescent Moon","/movies/?id=dawnofthecrescentmoon.htm",8799,"Indican","July","Sci-Fi Thriller",95,"Unrated",NA,NA
"662","Hell Baby","/movies/?id=hellbaby.htm",8785,"Millennium Ent.","September","Horror Comedy",93,"R",NA,"Thomas Lennon & Ben Garant"
"663","Elite Squad","/movies/?id=elitesquad.htm",8744,"IFC","September","Foreign",115,"R",NA,"Jose Padilha"
"664","Fanny","/movies/?id=fanny.htm",8735,"Kino Lorber","July","Foreign",102,"Unrated",NA,NA
"665","How I Ended This Summer","/movies/?id=howiendedthissummer.htm",8733,"Film Movement","February","Foreign",124,"Unrated",NA,NA
"666","Closing Escrow","/movies/?id=closingescrow.htm",8719,"Magnolia","August","Comedy",93,"PG",NA,NA
"667","The Man in the White Suit (2012 re-release)","/movies/?id=maninthewhitesuit2012.htm",8718,"Rialto","November","Comedy",85,"Unrated",NA,NA
"668","I'm Glad My Mother is Alive","/movies/?id=imgladmymotherisalive.htm",8705,"Strand","September","Foreign",90,"Unrated",NA,NA
"669","Man on a Mission","/movies/?id=manonamission.htm",8688,"First Run","January","Documentary",83,"Unrated",NA,NA
"670","Without the King","/movies/?id=withouttheking.htm",8663,"First Run","April","Documentary",83,"Unrated",NA,NA
"671","Amexicano","/movies/?id=amexicano.htm",8655,"Maya Entertainment","September","Drama",84,"PG-13",NA,NA
"672","Small, Beautiful Moving Parts","/movies/?id=smallmovingparts.htm",8631,"Long Shot Factory","May","Comedy",NA,"Unrated",NA,NA
"673","A Good Day to Be Black and Sexy","/movies/?id=gooddaytobeblackandsexy.htm",8629,"Magnolia","December","Comedy / Drama",92,"R",NA,NA
"674","Drama/Mex","/movies/?id=dramamex.htm",8628,"IFC","July","Foreign",92,"Unrated",NA,NA
"675","Comet","/movies/?id=comet.htm",8623,"IFC","December","Comedy / Drama",107,"R",NA,NA
"676","Mosquita y Mari","/movies/?id=mosquitaymari.htm",8614,"The Film Collaborative","August","Drama",85,"Unrated",NA,NA
"677","Meet Me in Montenegro","/movies/?id=meetmeinmontenegro.htm",8612,"The Orchard","July","Comedy / Drama",90,"Unknown",NA,NA
"678","General Education","/movies/?id=generaleducation.htm",8601,"Pelican House","August","Comedy",94,"PG-13",NA,NA
"679","Farewell to Hollywood","/movies/?id=farewelltohollywood.htm",8601,"International Film Circuit","February","Documentary",102,"Unrated",NA,NA
"680","G.I. Jesus","/movies/?id=gijesus.htm",8593,"Cineville","January","Drama",100,"R",NA,NA
"681","Lucky (2011)","/movies/?id=lucky2011.htm",8564,"Phase 4","July","Comedy",103,"R",NA,NA
"682","The Mystery of Happiness","/movies/?id=mysteryofhappiness.htm",8528,"Strand","September","Foreign",92,"Unrated",NA,NA
"683","The Quitter","/movies/?id=quitter.htm",8512,"Old Glove Productions","September","Comedy / Drama",85,"Unrated",NA,NA
"684","Cartas a Elena","/movies/?id=cartasaelena.htm",8511,"Freestyle Releasing","June","Foreign",92,"PG",NA,NA
"685","Another Happy Day","/movies/?id=anotherhappyday.htm",8464,"Phase 4","November","Drama",115,"R",NA,NA
"686","Canopy","/movies/?id=canopy.htm",8462,"Monterey Media, Inc.","August","Adventure",84,"PG-13",NA,NA
"687","Salvador Allende","/movies/?id=salvadorallende.htm",8454,"Icarus Films","September","Documentary",100,"Unrated",NA,NA
"688","Goodbye Momo","/movies/?id=goodbyemomo.htm",8453,"Artmattan Prods.","April","Foreign",90,"Unrated",NA,NA
"689","The Snowtown Murders","/movies/?id=snowtown.htm",8452,"IFC","March","Thriller",120,"Unrated",NA,"Justin Kurzel"
"690","Almost Human","/movies/?id=almosthuman.htm",8447,"IFC","February","Sci-Fi Horror",80,"Unrated",NA,NA
"691","The Institute","/movies/?id=institute.htm",8445,"Argot Pictures","October","Documentary",92,"Unrated",NA,NA
"692","Hello Herman","/movies/?id=helloherman.htm",8437,"Freestyle Releasing","June","Drama",85,"Unrated",NA,NA
"693","Red Hollywood","/movies/?id=redhollywood.htm",8426,"Cinema Guild","August","Documentary",118,"Unrated",NA,NA
"694","Love is in the Air","/movies/?id=loveisintheair.htm",8425,"Focus Features","January","Foreign",96,"Unrated",NA,NA
"695","Glastonbury","/movies/?id=glastonbury.htm",8419,"ThinkFilm","February","Documentary",138,"R",NA,NA
"696","Dreams of a Life","/movies/?id=dreamsofalife.htm",8405,"Strand","August","Documentary",95,"Unrated",NA,NA
"697","The Happy Sad","/movies/?id=happysad.htm",8395,"The Happy Sad LLC","August","Drama",87,"Unrated",NA,NA
"698","Downloaded","/movies/?id=downloaded.htm",8377,"Abramorama","June","Documentary",106,"Unrated",NA,NA
"699","Counting","/movies/?id=counting.htm",8374,"Cinema Guild","July","Documentary",111,"Unrated",NA,"Jem Cohen"
"700","Stealing America: Vote by Vote","/movies/?id=stealingamerica.htm",8350,"Direct Cinema Limited","August","Documentary",90,"Unrated",NA,NA
"701","Eternity the Movie","/movies/?id=eternitythemovie.htm",8350,"Indican","October","Comedy",91,"Unrated",NA,NA
"702","Gringo Trails","/movies/?id=gringotrails.htm",8349,"Icarus Films","April","Documentary",79,"Unrated",NA,NA
"703","A Teacher","/movies/?id=ateacher.htm",8348,"Oscilloscope Pictures","September","Drama",75,"Unrated",NA,NA
"704","Summer in Berlin","/movies/?id=summerinberlin.htm",8340,"D Street Releasing","March","Foreign",105,"Unrated",NA,NA
"705","We Are Twisted F***ing Sister!","/movies/?id=wearetwistedfingsiste!.htm",8277,"Music Box Films","February","Documentary",135,"Unrated",NA,NA
"706","Life Partners","/movies/?id=lifepartners2014.htm",8265,"Magnolia","December","Romantic Comedy",93,"R",NA,NA
"707","Aliyah","/movies/?id=aliyah.htm",8253,"Film Movement","June","Foreign",90,"Unrated",NA,NA
"708","Mojave","/movies/?id=mojave.htm",8253,"A24","January","Thriller",93,"R",NA,"William Monahan"
"709","The Girl in the Book","/movies/?id=girlinthebook.htm",8245,"Freestyle Releasing","December","Drama",88,"Unrated",NA,NA
"710","Empty Hours","/movies/?id=emptyhours.htm",8244,"Strand","July","Foreign",100,"Unrated",NA,NA
"711","Korkoro","/movies/?id=korkoro.htm",8242,"Lorber Films","March","Foreign",111,"Unrated",NA,NA
"712","Silicon Cowboys","/movies/?id=siliconcowboys.htm",8239,"FilmRise","September","Documentary",77,"Unrated",NA,NA
"713","My Brother's Wedding (re-issue)","/movies/?id=mybrotherswedding.htm",8217,"Milestone","September","Drama",82,"Unrated",NA,NA
"714","A Fool (Yi ge shao zi)","/movies/?id=afool.htm",8212,"China Lion","November","Comedy / Drama",103,"Unrated",NA,NA
"715","Gladiators of Rome","/movies/?id=gladiatorsofrome.htm",8201,"Viva Pictures Distribution","November","Animation",94,"PG",NA,NA
"716","Jellyfish Eyes","/movies/?id=jellyfisheyes.htm",8176,"Janus Films","July","Fantasy",101,"Unrated",NA,"Takashi Murakami"
"717","Weirdsville","/movies/?id=weirdsville.htm",8161,"Magnolia","October","Crime Comedy",90,"R",NA,NA
"718","Little Fish","/movies/?id=littlefish.htm",8148,"First Look","February","Crime Thriller",114,"R",NA,NA
"719","Argento's Dracula 3D","/movies/?id=dracula3d.htm",8139,"IFC","October","Horror",106,"Unrated",NA,"Dario Argento"
"720","What's In a Name?","/movies/?id=whatsinaname.htm",8111,"Under the Milky Way","December","Foreign",NA,"Unrated",NA,NA
"721","Restless City","/movies/?id=restlesscity.htm",8100,"AFFRM","April","Drama",76,"R",NA,NA
"722","La Maison De La Radio","/movies/?id=lamaisondelaradio.htm",8095,"Kino Lorber","September","Documentary",99,"Unrated",NA,NA
"723","Next Year Jerusalem","/movies/?id=nextyearjerusalem.htm",8093,"First Run","May","Documentary",72,"Unrated",NA,NA
"724","Pawn Shop Chronicles","/movies/?id=pawnshopchronicles.htm",8088,"Anchor Bay Films","July","Action Comedy",112,"R",NA,"Wayne Kramer"
"725","Golden Kingdom","/movies/?id=goldenkingdom.htm",8077,"Kino Lorber","June","Drama",103,"Unrated",NA,NA
"726","The Other Side","/movies/?id=theotherside.htm",8074,"Film Movement","May","Documentary",92,"Unrated",NA,NA
"727","Fall to Grace","/movies/?id=falltograce.htm",8043,"Truly Indie","June","Drama",87,"Unrated",NA,NA
"728","Every Thing Will be Fine","/movies/?id=everythingwillbefine.htm",8034,"IFC","December","Drama",118,"Unrated",NA,"Wim Wenders"
"729","The Iron Man","/movies/?id=theironman.htm",8025,"Unknown","July","Comedy",NA,"Unrated",NA,NA
"730","Steak (R)evolution","/movies/?id=steakrevolution.htm",8025,"Kino Lorber","July","Documentary",135,"Unrated",NA,NA
"731","Straight Outta Tompkins","/movies/?id=straightouttatompkins.htm",8022,"Indican","March","Drama",91,"Unrated",NA,NA
"732","Wrecked","/movies/?id=wrecked.htm",8020,"IFC","April","Thriller",89,"R",NA,NA
"733","The Other Conquest (re-issue)","/movies/?id=otherconquest07.htm",8000,"Union Station","May","Foreign",105,"R",NA,NA
"734","Talent Has Hunger","/movies/?id=talenthashunger.htm",7998,"First Run","March","Documentary",82,"Unrated",NA,NA
"735","One Small Hitch","/movies/?id=onesmallhitch.htm",7965,"Freestyle Releasing","February","Romantic Comedy",105,"Unrated",NA,NA
"736","Portrait of a Garden","/movies/?id=portraitofagarden.htm",7914,"Grasshopper Film","October","Documentary",98,"Unrated",NA,NA
"737","Kilo Two Bravo","/movies/?id=kilotwobravo.htm",7891,"Honorara Productions","November","Drama",108,"Unrated",NA,NA
"738","The Babymakers","/movies/?id=babymakers.htm",7889,"Millennium Ent.","August","Comedy",95,"R",NA,"Jay Chandrasekhar"
"739","Nothing Left to Fear","/movies/?id=nothingtofear.htm",7886,"Anchor Bay Films","October","Horror",100,"R",NA,NA
"740","Coastlines","/movies/?id=coastlines.htm",7883,"IFC","May","Crime Drama",119,"R",NA,"Victor Nunez"
"741","Rigor Mortis","/movies/?id=rigormortis.htm",7865,"Well Go USA","June","Foreign / Horror",100,"Unrated",NA,NA
"742","Roadie (2012)","/movies/?id=roadie2012.htm",7825,"Magnolia","January","Drama",96,"R",NA,"Michael Cuesta"
"743","Photographic Memory","/movies/?id=photographicmemory.htm",7822,"First Run","October","Documentary",87,"Unrated",NA,NA
"744","The Great Man","/movies/?id=thegreatman.htm",7814,"Distrib Films","August","Drama",107,"Unrated",NA,NA
"745","Archipelago","/movies/?id=archipelago.htm",7791,"Kino Lorber","June","Drama",114,"Unrated",NA,NA
"746","Faith Connections","/movies/?id=faithconnections.htm",7772,"Kino Lorber","September","Documentary",115,"Unrated",NA,NA
"747","Zerophilia","/movies/?id=zerophilia.htm",7763,"Microangelo Entertainment","October","Comedy",90,"Unrated",NA,NA
"748","Kill Your Idols","/movies/?id=killyouridols.htm",7753,"Palm","July","Documentary",75,"Unrated",NA,NA
"749","And While We Were Here","/movies/?id=andwhilewewerehere.htm",7750,"Well Go USA","September","Romance",84,"R",NA,NA
"750","Come Back to Me","/movies/?id=comebacktome.htm",7744,"Freestyle Releasing","July","Horror",90,"R",NA,NA
"751","The Riot Club","/movies/?id=riotclub.htm",7734,"IFC","March","Drama / Thriller",107,"R",NA,"Lone Scherfig"
"752","A Walk to Beautiful","/movies/?id=walktobeautiful.htm",7718,"Engel Entertainment","February","Documentary",85,"Unrated",NA,NA
"753","The Man of My Life","/movies/?id=manofmylife.htm",7704,"Strand","September","Foreign",112,"Unrated",NA,NA
"754","I Don't Belong Anywhere: The Cinema of Chantal Akerman","/movies/?id=idontbelonganywhere.htm",7703,"Icarus Films","March","Documentary",67,"Unknown",NA,NA
"755","Iceman (2014)","/movies/?id=iceman2014.htm",7679,"Well Go USA","September","Foreign / Action",105,"R",NA,NA
"756","El Sueno del Regreso","/movies/?id=elsuenodelregresso.htm",7668,"Aloha Releasing","March","Foreign",100,"Unrated",NA,NA
"757","The Whore's Son","/movies/?id=whoresson.htm",7656,"Picture This!","April","Foreign",86,"Unrated",NA,NA
"758","Masai: The Rain Warriors","/movies/?id=masai.htm",7650,"Artmattan Prods.","October","Foreign",94,"Unrated",NA,NA
"759","Last Days Here","/movies/?id=lastdayshere.htm",7643,"IFC","March","Documentary",91,"Unrated",NA,NA
"760","King of Devil's Island","/movies/?id=kingofdevilsisland.htm",7615,"Film Movement","November","Foreign",120,"Unrated",NA,NA
"761","The President","/movies/?id=thepresident.htm",7578,"Corinth Films","June","Drama",119,"Unrated",NA,NA
"762","Area 51","/movies/?id=area51.htm",7556,"Paramount Insurge","May","Horror",91,"R",NA,"Oren Peli"
"763","Girls Against Boys","/movies/?id=girlsagainstboys.htm",7529,"Anchor Bay Films","February","Thriller",NA,"R",NA,NA
"764","They Will Have to Kill Us First","/movies/?id=theywillhavetokillusfirst.htm",7516,"BBC Worldwide North America","March","Documentary",105,"Unrated",NA,NA
"765","loudQUIETloud: A Film About The Pixies","/movies/?id=pixies.htm",7506,"Roxie","September","Documentary",82,"Unrated",NA,NA
"766","Disappearances","/movies/?id=disappearances.htm",7506,"Truly Indie","May","Period Drama",103,"PG-13",NA,NA
"767","Old Stone","/movies/?id=oldstone.htm",7476,"Zeitgeist","November","Drama / Thriller",80,"Unrated",NA,NA
"768","Brooklyn Brothers Beat the Best","/movies/?id=brooklynbrothers.htm",7466,"Oscilloscope Pictures","September","Comedy",98,"Unrated",NA,NA
"769","The Cult of the Suicide Bomber","/movies/?id=cultofthesuicidebomber.htm",7451,"The Disinformation Co.","June","Documentary",96,"Unrated",NA,NA
"770","The Little Bedroom","/movies/?id=littlebedroom.htm",7440,"Cinema Libre Studio","September","Foreign",88,"Unrated",NA,NA
"771","Raze","/movies/?id=raze.htm",7429,"IFC","January","Action Horror",87,"R",NA,NA
"772","Bel Borba Aqui","/movies/?id=belborbaaqui.htm",7426,"Producers Distribution Agency","October","Foreign",NA,"Unrated",NA,NA
"773","On the Way to School","/movies/?id=onthewaytoschool.htm",7424,"Distrib Films","February","Documentary",77,"Unrated",NA,NA
"774","Rubble Kings","/movies/?id=rubblekings.htm",7416,"Saboteur Media","June","Documentary",71,"Unrated",NA,NA
"775","Price Check","/movies/?id=pricecheck.htm",7413,"IFC","November","Comedy / Drama",92,"Unrated",NA,NA
"776","Allegro","/movies/?id=allegro.htm",7404,"International Film Circuit","May","Foreign",88,"Unrated",NA,NA
"777","The Giant Mechanical Man","/movies/?id=giantmechanicalman.htm",7396,"Tribeca Film","April","Romantic Comedy",94,"PG-13",NA,NA
"778","Silent Waters","/movies/?id=silentwaters.htm",7384,"First Run","October","Foreign",95,"Unrated",NA,NA
"779","Desperate Acts of Magic","/movies/?id=desperateactsofmagic.htm",7373,"Gold Cap Films","May","Comedy",86,"Unrated",NA,NA
"780","The Film Critic","/movies/?id=filmcritic.htm",7358,"Music Box Films","May","Foreign",98,"Unrated",NA,NA
"781","Eden Lake","/movies/?id=edenlake.htm",7321,"Third Rail Releasing","October","Horror Thriller",91,"R",NA,"James Watkins"
"782","The Dinner","/movies/?id=thedinner.htm",7282,"Film Movement","August","Drama",92,"Unrated",NA,"Ivano De Matteo"
"783","Casting About","/movies/?id=castingabout.htm",7279,"Kino","May","Documentary",86,"Unrated",NA,NA
"784","Indian Point","/movies/?id=indianpoint.htm",7251,"First Run","July","Documentary",94,"Unrated",NA,NA
"785","Wake","/movies/?id=wake.htm",7212,"Echelon Ent.","May","Unknown",94,"Unrated",NA,NA
"786","I Am Ali","/movies/?id=iamali.htm",7205,"Focus Features","October","Documentary",111,"Unrated",NA,NA
